# ---------------------------------------------------------
# STRING METHODS
SEAL-TIMESTAMP Attribute	Returns the time stamp (as a DATETIME-TZ value) for when the client-principal object was sealed in the LOGIN state. If the client-principal object is not sealed, this attribute returns the Unknown value (?).	
SEARCH Function	Searches the directories and libraries defined in the PROPATH environment variable for a file. The SEARCH function returns the full pathname of the file unless it is found in your current working directory. If SEARCH does not find the file, it returns the Unknown value (?). 	SEARCH ( opsys-file )	
SEARCH Method	Searches for a specified string in an editor widget starting from the current text cursor position. For graphical interfaces only, the string is highlighted when found.	SEARCH ( string , flag )	
SECURITY-POLICY Handle	A handle to security policy settings and operations for the current ABL session. These settings and operations support session data cryptography, creating a session registry for trusted security domains, and user authentication and validation.	SECURITY-POLICY [ :attribute | :method ]	
SEEK Function	Returns the offset of the file pointer in a text file as an INT64 value. You define a procedure variable to hold the offset value and later position the file to that offset.	SEEK ( { INPUT | OUTPUT | name | STREAM-HANDLE handle } )	
SEEK Statement	Positions the file pointer to a user-defined offset in a text file. This statement does not require you to close and reopen the file.	SEEK <br>&nbsp;&nbsp;{ INPUT | OUTPUT | STREAM stream | STREAM-HANDLE handle } <br>&nbsp;&nbsp;TO { expression | END }	
SELECTABLE Attribute	Indicates whether a widget is selectable for direct manipulation at run time.	
SELECT-ALL Method	Selects all rows, or a range of rows, in a query connected to the browse.	SELECT-ALL ( [ <br>  starting-row-table1 , starting-row-table2, ...<br>  ending-row-table1, ending-row-table2 ...<br>  ] )	
SELECTED Attribute	Indicates whether a widget is selected (highlighted). 	
SELECT-FOCUSED-ROW Method	Selects the row that currently has focus in a browse widget, even if it is not currently displayed.	SELECT-FOCUSED-ROW (&nbsp;)	
SELECTION Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
SELECTION-END Attribute	The offset of the first character after the end of the currently selected text in the widget. 	
SELECTION-LIST Widget	A selection list is a widget that contains a list of possible values for a field or variable. You can use the VIEW-AS phrase to set up a static selection list. You can use the CREATE widget statement to create a dynamic selection list. For example:				
SELECTION-START Attribute	The offset of the first character of the currently selected text in the widget.	
SELECTION-TEXT Attribute	The currently selected text in the widget.	
SELECT-NEXT-ROW Method	Deselects all currently selected rows in a browse and selects the row after the deselected row.	SELECT-NEXT-ROW (&nbsp;)	
SELECT-PREV-ROW Method	Deselects a currently selected row in a browse and selects the row before the deselected row.	SELECT-PREV-ROW (&nbsp;)	
SELECT-ROW Method	Selects the specified row if it is currently in the browse viewport. In a single-select browse, the previously selected row is deselected. No rows are deselected in a multiple-select browse.	SELECT-ROW ( n )	
SELF Handle	A handle to the object or widget associated with the currently executing user&#8209;interface trigger or event procedure.	SELF [ :attribute ]	
SENSITIVE Attribute	Indicates whether a widget can receive input focus or events. Indicates whether certain ABL objects can receive events.	
SEPARATOR-FGCOLOR Attribute	Sets the color of a browse&#8217;s separators.	
SEPARATORS Attribute	Indicates whether the AVM displays the row and column separators of a browse widget.	
SERIALIZE-HIDDEN Attribute	Indicates whether a temp-table field or ProDataSet name is written when the temp-table or ProDataSet is serialized, for example into JSON or XML. 	
SERIALIZE-NAME Attribute	Indicates the name of a ProDataSet, a temp-table, a temp-table buffer, or a temp-table buffer-field object as it should appear when serialized, for example into JSON or XML. 	
SERIALIZE-ROW Method	Serializes the BUFFER's current row to JSON or XML format. 	SERIALIZE-ROW ( target-format , target-type , <br>&nbsp;&nbsp;{ file | stream | stream-handle | memptr | longchar }<br>&nbsp;&nbsp;[ , formatted [ , encoding [ , omit-initial-values <br>&nbsp;&nbsp;[ , omit-outer-object ] ] ] ] )	
SERVER Attribute	The server handle to one of the following:	
SERVER-CONNECTION-BOUND Attribute	Indicates if the current AppServer agent is bound to a particular client application.	
SERVER-CONNECTION-BOUND-REQUEST Attribute	Tells an AppServer agent running on a stateless AppServer to bind or unbind its current client connection.	
SERVER-CONNECTION-CONTEXT Attribute	An application-determined value that you set within an AppServer agent. The AVM passes this value to each AppServer agent that executes a request on behalf of the client connection identified by the SERVER-CONNECTION-ID attribute.	
SERVER-CONNECTION-ID Attribute	Returns the run-time connection ID of the current client connection assigned to this AppServer session.	
SERVER-OPERATING-MODE Attribute	Returns the operating mode of the current AppServer session.	
SESSION Handle	Calls an ABL procedure. This procedure can be local to or remote from the current session, external from or internal to the current procedure, and either synchronous or asynchronous. When a local or remote procedure is called synchronously, the calling procedure resumes execution only after the called procedure completes execution. When a remote procedure is called asynchronously, the calling procedure resumes execution immediately after the remote request is sent to the AppServer.	RUN<br>  {     extern-proc-name <br>     |  VALUE ( extern-expression )<br>     |  path-name&lt;&lt;member-name&gt;&gt;<br>  }<br>  [ PERSISTENT [ SET proc-handle ] ]<br>  [ ON [ SERVER ] { server-handle | session-handle }<br>       [ TRANSACTION DISTINCT ]<br>       [ ASYNCHRONOUS <br>            [ SET async-request-handle ]<br>            [ EVENT-PROCEDURE event-internal-procedure <br>                 [ IN procedure-context ] ]<br>       ]<br>  ]<br>  [ ( parameter [ , parameter ] ... ) ]<br>  [ argument ] ...<br>  [ NO-ERROR ]	RUN<br>  { intern-proc-name | VALUE ( intern-expression) } <br>  [ IN proc-handle ]<br>  [ ASYNCHRONOUS<br>       [ SET async-request-handle ]<br>       [ EVENT-PROCEDURE event-internal-procedure <br>           [ IN procedure-context ] ]<br>  ]<br>  [ ( parameter [ , parameter ] ... ) ]<br>  [ NO-ERROR ]	RUN portTypeName [ SET hPortType ] ON SERVER hWebService [ NO-ERROR ] .	RUN operationName IN hPortType <br>&nbsp;&nbsp;[ ASYNCHRONOUS <br>&nbsp;&nbsp;&nbsp;&nbsp;[ SET async-request-handle ] <br>&nbsp;&nbsp;&nbsp;&nbsp;[ EVENT-PROCEDURE event-internal-procedure <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ IN procedure-context ] ]<br>&nbsp;&nbsp;[ ( parameter [ , parameter ] ... ) ]<br>&nbsp;&nbsp;[ NO-ERROR ].	
SESSION-END Attribute	Sets the end of a logical WebSpeed session. Intended for internal use only.	
SessionId Property	Identifies the session (Progress.BPM.UserSession) associated with a connection made to an SBM Server on behalf of a specific user. An SBM Server generates a unique session ID each time a user connects to it. This session ID is then assigned to the SessionId property on the connected UserSession object. This SessionId property has the Unknown value (?) if there is no current connection (if the Connect(&nbsp;) method has not run successfully, or if Disconnect(&nbsp;) has been called).	
SESSION-ID Attribute	Specifies the user login session ID for the user represented by the client-principal object. This attribute must be set before the associated unsealed client-principal object can be sealed in the LOGIN state using the SEAL(&nbsp;) method, or using a SET-DB-CLIENT function or SECURITY-POLICY:SET-CLIENT(&nbsp;) method call that performs a user authentication operation.	
SET Statement	Requests input, and then puts the data in the screen buffer frame and in the specified fields or variables. The SET statement is a combination of these statements:	SET<br>&nbsp;&nbsp;[ STREAM stream | STREAM-HANDLE handle ]<br>&nbsp;&nbsp;[ UNLESS-HIDDEN ]<br>&nbsp;&nbsp;[ <br>&nbsp;&nbsp;&nbsp;&nbsp;{&nbsp;&nbsp;field [ view-as-phrase ] [ format-phrase ] }<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; [ WHEN expression ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;| TEXT ( field [ format-phrase ] ... ) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;| field = expression <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;| constant [ AT n | TO n ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;| ^<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;| SPACE [ ( n ) ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;| SKIP [ ( n ) ]<br>&nbsp;&nbsp;] ...<br>&nbsp;&nbsp;[ GO-ON ( key-label ... ) ]<br>&nbsp;&nbsp;[ frame-phrase ]<br>&nbsp;&nbsp;[ editing-phrase ]<br>&nbsp;&nbsp;[ NO-ERROR ]	SET [ STREAM stream | STREAM-HANDLE handle ] [ UNLESS-HIDDEN ]<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; record [ EXCEPT field ... ] [ frame-phrase ] <br>&nbsp;&nbsp;&nbsp;&nbsp;[ NO-ERROR ]	
Set Method	Sets an element of the JsonArray to the specified value. On successful completion, the method returns TRUE.	Set( INPUT index AS INTEGER, INPUT value AS CHARACTER )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS COM-HANDLE )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS DATE )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS DATETIME )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS DATETIME-TZ )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS DECIMAL )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS HANDLE )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS INT64 )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS INTEGER )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS LOGICAL )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS LONGCHAR )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS MEMPTR )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS RAW )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS RECID )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS ROWID )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS JsonObject )<br>&nbsp;<br>Set( INPUT index AS INTEGER, INPUT value AS JsonArray )	
SET-ACTOR Method	Sets the ACTOR attribute for this SOAP header entry.	SET-ACTOR ( character )	
SET-APPL-CONTEXT Method	Sets (and records) the application context for the current session in each connected audit-enabled database whose current audit policy has this audit event enabled. Application context provides meaningful information about the conditions under which an application audit event occurred.	SET-APPL-CONTEXT ( event-context [ , event-detail [ , audit-custom-detail ] ] )	
SET-ATTRIBUTE Method	Adds a new attribute to an element. If an attribute with the same name is already present, its value is replaced with the specified value. 	SET-ATTRIBUTE ( name , value )	
SET-ATTRIBUTE-NODE Method	Associates an XML ATTRIBUTE node with the referenced X-noderef object handle.	SET-ATTRIBUTE-NODE ( attr-node-handle )	
SET-BLUE-VALUE Method	Specifies the blue component of an entry in the color table. You cannot change a static color with this method. Before changing the color, you must make the color dynamic using the SET-DYNAMIC(&nbsp;) method. For an example, see r-colhan.p in the COLOR-TABLE system handle entry.	SET-BLUE-VALUE ( index , blue-value )	
SET-BREAK Method	Sets a breakpoint for a debugging session. 	SET-BREAK ( [ procedure [ , line-number ] ] )	
SET-BUFFERS Method	Binds all buffers for a query or dynamic ProDataSet object at the same time. Any buffers previously added to the ProDataSet object are removed.	SET-BUFFERS ( buffer [ , buffer ] ... )	
SET-BYTE-ORDER Statement	Sets an internal indicator designating the byte-order of the data pointed to by the MEMPTR variable.	SET-BYTE-ORDER( memptr ) = integer-expression 	
SET-CALLBACK Method	Associates a method within a class instance, or an internal procedure within a persistent procedure, with an ABL callback event.	SET-CALLBACK ( callback-name , routine-name [ , routine-context ] )	
SET-CALLBACK-PROCEDURE Method	Associates an internal procedure with an ABL callback event. 	SET-CALLBACK-PROCEDURE ( callback-name ,internal-procedure <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[ , procedure-context ] )	
SET-CLIENT Method	Sets the identity, using an unsealed or a sealed client-principal object, for the current ABL session, and for all connected and unlocked OpenEdge database connections.	SET-CLIENT ( client-principal-handle )	
SET-COMMIT Method	Directs the transaction object to commit the transaction when the AppServer session completes the current request and returns execution to the client.	SET-COMMIT (&nbsp;)	
SET-CONNECT-PROCEDURE Method	Identifies the name of the procedure that is invoked when a CONNECT event occurs.	SET-CONNECT-PROCEDURE ( event-internal-procedure  [ , procedure-context ] )	
SET-DB-CLIENT Function	Sets the user identity for a specified connected OpenEdge database using an unsealed or a sealed client-principal object.	SET-DB-CLIENT ( { client-principal-handle | ? }<br>&nbsp;&nbsp;[ , { integer-expression | logical-name | alias | ? } ] )	
SET-DYNAMIC Method	Sets a color entry to a dynamic or static color.	SET-DYNAMIC ( index , logical-expr )	
SET-EFFECTIVE-TENANT Function	Sets the effective tenancy of a multi-tenant database connection for a super-tenant user. A super tenant has no real tenancy of its own, but can act as if it is a particular regular tenant without the user having to authenticate a new connection identity that has that particular tenancy. Therefore, the effective tenancy is the acting regular tenancy of a super tenant.	SET-EFFECTIVE-TENANT ( tenant-expression [ , database-name ] )	
SetFields Method	Specifies which columns are bound to a ProBindingSource instance, exposing them for bound .NET controls. You use these method overloads before you bind a data source object to a previously unbound ProBindingSource instance. 	BindingSource:SetFields ( INPUT include-fields&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;AS CHARACTER ,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT except-fields&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;AS CHARACTER ,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; {&nbsp;&nbsp;&nbsp;"" <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;| INPUT parent-buffer-hdl&nbsp;&nbsp;AS HANDLE <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;| INPUT parent-buffer-name AS CHARACTER&nbsp;&nbsp;&nbsp;} )	
SET-GREEN-VALUE Method	Specifies the green component of an entry in the color table. If the operation is successful, the method returns TRUE.	SET-GREEN-VALUE ( index , green-value )	
SET-INPUT-SOURCE Method	Specifies the source of XML text to be parsed by a SAX-reader object.	SET-INPUT-SOURCE ( mode , { file |  memptr | handle | longchar } )	
SET-MUST-UNDERSTAND Method	Sets the MUST-UNDERSTAND attribute for this SOAP header entry. 	SET-MUST-UNDERSTAND ( logical )	
SET-NODE Method	Replaces the underlying XML of a SOAP-header-entryref object with the DOM XML sub-tree rooted by the X-noderef object.	 SET-NODE ( x-noderef )	
SetNull Method	Sets the element at index to null for JsonArray. 	SetNull( INPUT index AS INTEGER )	
SetNumber Method	Sets an element of the JsonArray to the specified value. This method is useful in situations where none of the ABL numeric data types can be used to hold a JSON numeric value. On successful execution, this method returns TRUE.	SetNumber( INPUT index AS INTEGER,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT value AS CHARACTER )	
SET-NUMERIC-FORMAT Method	Sets the NUMERIC-SEPARATOR and NUMERIC-DECIMAL-POINT attributes simultaneously.	SET-NUMERIC-FORMAT ( separator , decimal-point )	
SET-OUTPUT-DESTINATION Method	Specifies the target for an XML document that a SAX-writer object creates.	SET-OUTPUT-DESTINATION ( mode <br>&nbsp;&nbsp;, { file | stream | stream-handle | memptr | longchar } )	
SetParameter Method	Populates elements in a Progress.Lang.ParameterList object.	SetParameter ( INPUT position AS INTEGER ,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT data-type AS CHARACTER ,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT iomode AS CHARACTER ,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT parameter-value )	
SET-PARAMETER Method	Lets you set parameters for one of the following:	SET-PARAMETER ( parameter-number , data-type , iomode , parameter-value )	
SET-POINTER-VALUE Statement	Sets a variable of type MEMPTR to the value of a particular memory location.	SET-POINTER-VALUE ( memptr-var ) = memptr-value 	
SET-PROPERTY Method	Creates and sets the value of the specified application-defined property stored in the unsealed client-principal object.	SET-PROPERTY ( property-name , property-value )	
SetPropertyValue Method	The SetPropertyValue(&nbsp; ) method enables you to assign a value to a property even if you do not know the property's name or type at compile time. 	class-object-reference:SetPropertyValue ( <br>&nbsp;&nbsp;INPUT object-reference AS Progress.Lang.Object ,<br>&nbsp;&nbsp;INPUT property-name AS CHARACTER, INPUT new-value AS any-data-type )	class-object-reference:SetPropertyValue ( <br>&nbsp;&nbsp;INPUT property-name AS CHARACTER, INPUT new-value AS any-data-type )	class-object-reference:SetPropertyValue ( <br>&nbsp;&nbsp;INPUT object-reference AS Progress.Lang.Object, <br>&nbsp;&nbsp;INPUT property-name AS CHARACTER, INPUT index AS any-data-type, <br>&nbsp;&nbsp;INPUT new-value AS any-data-type )	class-object-reference:SetPropertyValue ( <br>&nbsp;&nbsp;INPUT property-name AS CHARACTER, INPUT index AS any-data-type, <br>&nbsp;&nbsp;INPUT new-value AS any-data-type )	
SET-READ-RESPONSE-PROCEDURE Method	Specifies the name of the procedure to invoke when a READ-RESPONSE event occurs.	SET-READ-RESPONSE-PROCEDURE ( event-internal-procedure <br>                             [ , procedure-context ] )	
SET-RED-VALUE Method	Specifies the red component of an entry in the color table. You cannot change a static color with this method. Before changing the color, you must make the color dynamic using the SET-DYNAMIC(&nbsp;) method. For an example, see r-colhan.p in the COLOR-TABLE system handle entry.	SET-RED-VALUE ( index , red-value )	
SET-REPOSITIONED-ROW Method	Sets the row index where records positioned with the REPOSITION TO ROWID (or RECID) statement are displayed.	SET-REPOSITIONED-ROW ( n , "ALWAYS" | "CONDITIONAL" )	
SET-RGB-VALUE Method	Specifies a combination of the red, green, and blue values of an entry in the color table. You cannot change a static color with this method. Before changing the color, you must make the color dynamic using the SET-DYNAMIC(&nbsp;) method. For an example, see r-colhan.p in the COLOR-TABLE system handle entry.	SET-RGB-VALUE ( index , integer-expression )	
SET-ROLLBACK Method	Directs the transaction object to rollback the transaction when the AppServer session completes the current request and returns execution to the client.	SET-ROLLBACK (&nbsp;)	
SET-SELECTION Method	Selects (and highlights) the text in a widget between two specified character offsets.	SET-SELECTION ( start-pos , end-pos )	
SET-SERIALIZED Method	Sets the SOAP-header-entryref object&#8217;s underlying XML from serialized XML. 	SET-SERIALIZED ( longchar )	
SET-SIZE Statement	Manages memory associated with a MEMPTR variable. This includes allocating and associating a region of memory with an uninitialized MEMPTR variable, setting the size of a region allocated with a Windows dynamic link library (DLL) or UNIX shared library routine for a MEMPTR, and deallocating memory associated with a MEMPTR variable.	SET-SIZE ( memptr-var ) = size 	
SET-SOCKET-OPTION Method	Sets the specified socket option. TCP supports a number of socket options. Please refer to TCP documentation for a description of these options.	SET-SOCKET-OPTION ( name , arguments )	
SET-SORT-ARROW Method	Sets the sort-arrow indicator and, optionally, the sort-level number for a browse column.	SET-SORT-ARROW ( column-index , ascending [ , n ] )	
SETUSERID Function	Authenticates a user identity for a specified database connection, verifying that the user ID and password supplied to the SETUSERID function match a user account in the _User table of the database. If they match, the database connection is set to the specified user identity and the function returns a TRUE value. If the database is multi-tenant, is also sets the user&#8217;s tenancy.	SETUSERID ( userid , password [ , logical-dbname ] )	
SET-WAIT-STATE Method	Sets or cancels an ABL wait state that blocks user and system input. 	SET-WAIT-STATE ( state-string )	
Severity Property	A convenience property intended for ABL programmers who want to rank their application error objects according to a severity scheme. Providing this property through inheritance in the base Progress.Lang.AppError class allows severity ranking without the must subclass.	
SHA1-DIGEST Function	Hashes the specified data using the United States Government Secure Hash Algorithm (SHA-1), and returns a 20-byte binary message digest value as a RAW value.	SHA1-DIGEST( data-to-hash [ , hash-key ] )	
SHADOW-WINDOW Widget	A shadow window widget is a window associated with a .NET form that allows .NET forms and ABL windows to have parenting relationships to each other. A shadow window has no visible representation. It exists solely to support a .NET form and its relationship to ABL windows in an ABL session. 		
SHOW-IN-TASKBAR Attribute	Determines whether an icon for the window appears in the taskbar and in the task-switching window displayed when ALT+TAB is pressed.	
SHOW-STATS Statement	Writes procedure call statistics to the proc.mon output file if you specify the Statistics with Cross-Reference (-yx) parameter. It also writes procedure access and usage statistics to the client.mon output file if you specify the Statistics (-y) parameter, Statistics with CTRL+C (-yc) parameter, Segment Statistics (-yd) parameter, or Statistics with Cross-Reference (-yx) parameter. If you specify Segment Statistics (-yd), it also displays statistics for each code segment.	SHOW-STATS [ CLEAR ]	
SIDE-LABEL-HANDLE Attribute	A handle to the side label of a widget.	
SIDE-LABELS Attribute	Indicates whether a frame displays labels to the left of each field.	
SKIP-DELETED-RECORD Attribute	Indicates whether the AVM should skip deleted records when accessing a dynamic query&#8217;s result list.	
SLIDER Widget	The slider widget represents an integer value as a point on a sliding scale. You can use the VIEW-AS phrase to set up a static slider. You can use the CREATE widget statement to create a dynamic slider. For example:				
SMALL-ICON Attribute	Returns the name of the icon loaded by LOAD-SMALL-ICON(&nbsp;).	
SMALL-TITLE Attribute	Indicates whether the window has a palette-style title bar.	
SoapFault Property	Identifies the SOAP-FAULT object handle that contains a SOAP fault message detail.	
SOAP-fault Handle	A handle to a SOAP-fault object. A SOAP-fault object contains information specific to a SOAP fault.	soap-fault-handle [ :attribute ]	
SOAP-FAULT-ACTOR Attribute	The URI of the Web service actor that caused this SOAP fault. 	
SOAP-FAULT-CODE Attribute	Identifies the SOAP fault code for this SOAP-fault object.	
SOAP-FAULT-DETAIL Attribute	Returns the handle of the SOAP fault detail information associated with this SOAP-fault object.	
SOAP-fault-detail Handle	A handle to a SOAP-fault-detail object. 	soap-fault-detail-handle [ :attribute | :method ]	
SOAP-FAULT-STRING Attribute	Returns the SOAP fault string describing the fault for this SOAP-fault object.	
SOAP-header Handle	A handle to a SOAP-header object. The object maintains a list of entries. Each entry is associated with an existing SOAP-header-entryref object. A SOAP-header object is passed as an input parameter to a response callback procedure and as an output parameter to a request callback procedure.	soap-header-handle [ :attribute | :method ]	
SOAP-header-entryref Handle	A handle to a SOAP-header-entryref object. 	soap-header-entryref-handle [ :attribute | :method ]	
SORT Attribute	Indicates whether to sort new additions to the item list of a widget.	
SORT-ASCENDING Attribute	Indicates the sort order for a browse column.	
Sorted Property	Use this property to indicate whether you have successfully reopened the query to affect the sort based on the argument values specified in the SortRequestEventArgs object. Set to TRUE if the query was successfully reopened. Set to FALSE if the query was not reopened. The default value is TRUE.	
SORT-NUMBER Attribute	Indicates the sort-level number for a browse column.	
SortRequest Event	The .NET event published when some user action initiates a sort operation in the bound .NET control (for example, clicking on a column header in a grid control).	&nbsp;&nbsp;( <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT sender AS CLASS System.Object,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT args AS CLASS Progress.Data.SortRequestEventArgs<br>&nbsp;&nbsp;).	
SOURCE-PROCEDURE Handle	A handle to the procedure file that contains the original invocation (RUN statement or function invocation) of the current internal procedure or user&#8209;defined function.	SOURCE-PROCEDURE [ :attribute | :method ]	
SQRT Function	Returns the square root (as a DECIMAL value) of an expression you specify. 	SQRT ( expression )	
SSL-SERVER-NAME Attribute	The name of the server for the current Secure Sockets Layer (SSL) session.	
SSL-SERVER-NAME Function	Returns the digital certificate subject name for an OpenEdge database connected via SSL. If a database connection does not exist or the connection is not using SSL, this function returns the Unknown value (?).	SSL-SERVER-NAME ( logical-database-name )	
STANDALONE Attribute	Determines the value of the standalone string in the XML declaration of a SAX-writer object.	&lt;?xml version="1.0" encoding="UTF-8" standalone="yes"?&gt;	
START-BOX-SELECTION Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
START-DOCUMENT Method	Creates the XML document with the prolog information.	START-DOCUMENT()	&lt;?xml version="1.0"?&gt;	
START-ELEMENT Method	Starts an XML node based upon the name of the node in a SAX-writer object.	START-ELEMENT ( name [ , namespace-URI ] [ , SAX-attributes-handle ] )	
START-MOVE Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
StartProcess Method	Starts an instance of a process template associated with a connected Progress.BPM.UserSession; that is, it causes the SBM Server to instantiate a process and initiate this process as defined by the process template.	StartProcess( INPUT TemplateName AS CHARACTER)<br>&nbsp;<br>StartProcess( INPUT TemplateName AS CHARACTER, <br>              &nbsp;&nbsp;INPUT dsTemplateArray AS Progress.BPM.DataSlotTemplate EXTENT )	
START-RESIZE Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
START-ROW-RESIZE Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
